en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
addicted,Bus,Affect,abhängig sind,abhängig sind:1,"I wanted to build my own business , designing and manufacturing biodegradable packaging from waste -- paper , agricultural , even textile waste -- replacing the toxic , disposable plastic packaging to which we 've all become addicted .","Ich wollte meine eigene Firma gründen , die biologisch abbaubare Verpackungen aus Abfallprodukten , Papier - , Agrar - sowie Textilabfälle , herstellt und somit giftige Einwegverpackungen aus Plastik ersetzt , von denen wir heute alle abhängig sind .",1,1,1.0
addicted,Bus,Judgement,,,,,0,1,0.0
addicted,Bus,Appreciation,,,,,0,1,0.0
adept,Bus,Affect,,,,,0,1,0.0
adept,Bus,Judgement,geschickt,geschickt:1,"They also happen to be particularly adept at working the international tax system so as to lower their tax bill very , very significantly .","Außerdem sind sie besonders geschickt darin , das internationale Steuersystem so zu bedienen , dass sie ihre Rechnung erheblich verringern können .",1,1,1.0
adept,Bus,Appreciation,,,,,0,1,0.0
adept,Edu,Affect,,,,,0,1,0.0
adept,Edu,Judgement,,,,,0,1,0.0
adept,Edu,Appreciation,verlieren,verlieren:1,"Idea synthesis , rapid learning and adaptability : three skills that multipotentialites are very adept at , and three skills that they might lose if pressured to narrow their focus .","Konzeptsynthese , schnelles Lernen und Anpassungsfähigkeit : drei Fertigkeiten , die Multipotentialisten meistern , Fertigkeiten , die sie verlieren könnten , wenn man Sie zwingt , sich zu beschränken .",1,1,1.0
adulterous,Psy,Affect,,,,,0,3,0.0
adulterous,Psy,Judgement,ehebrecherisch,ehebrecherisch:1,"I 'm always astonished when people come to me and say , "" Why is it that men are so adulterous ? "" "" Why do you think more men are adulterous than women ? "" "" Well , men are more adulterous ! ""","Ich bin immer überascht , wenn Leute zu mir kommen und sagen : "" Warum sind Männer so ehebrecherisch ? "" Und ich antworte : "" Warum denken Sie , dass Männer untreuer sind als Frauen ? "" "" ' Nun ja -- Männer sind halt ehebrecherischer ! """,1,3,0.3333
adulterous,Psy,Appreciation,"ehebrecherischer, untreuer","ehebrecherischer:1, untreuer:1","I 'm always astonished when people come to me and say , "" Why is it that men are so adulterous ? "" "" Why do you think more men are adulterous than women ? "" "" Well , men are more adulterous ! ""","Ich bin immer überascht , wenn Leute zu mir kommen und sagen : "" Warum sind Männer so ehebrecherisch ? "" Und ich antworte : "" Warum denken Sie , dass Männer untreuer sind als Frauen ? "" "" ' Nun ja -- Männer sind halt ehebrecherischer ! """,2,3,0.6667
adversarial,Phi,Affect,,,,,0,1,0.0
adversarial,Phi,Judgement,gegnerisch,gegnerisch:1,It makes it adversarial ; it 's polarizing .,Das macht es gegnerisch . Es ist polarisierend .,1,1,1.0
adversarial,Phi,Appreciation,,,,,0,1,0.0
affectionate,Art,Affect,,,,,0,1,0.0
affectionate,Art,Judgement,warmherzig,warmherzig:1,"And I said -- these are all arm wrestles , but they 're affectionate -- and I said , "" My father was loving and supportive , which is why I 'm not funny . ""","Ich sagte -- das sind alles Kraftproben , aber sie sind warmherzig -- "" Mein Vater war liebevoll und unterstützend , weshalb ich auch nicht lustig bin """,1,1,1.0
affectionate,Art,Appreciation,,,,,0,1,0.0
affordable,Bus,Affect,,,,,0,1,0.0
affordable,Bus,Judgement,bezahlbar,bezahlbar:1,"This is the transformation which has lifted hundreds of millions of the world 's poorest people out of poverty and into the middle class , and if you happen to live in the rich part of the world , it 's made many new products affordable -- who do you think built your iPhone ? — and things that we 've relied on for a long time much cheaper .","Dies ist der Wandel , der hunderte Millionen der ärmsten Menschen dieser Welt aus der Armut in die Mittelschicht gehoben hat . Und falls Sie in dem reicheren Teil dieser Welt leben , hat dies viele neue Produkte bezahlbar gemacht und Dinge , auf die wir uns verlassen , billiger – wer glauben Sie , hat Ihr iPhone gebaut ?",1,1,1.0
affordable,Bus,Appreciation,,,,,0,1,0.0
afraid,Art,Affect,"Angst, leider","Angst:1, leider:1","But he said , "" Well , "" he said , "" I 'm afraid so . ""","Auf jeden Fall sagte er "" Naja , leider schon .",2,2,1.0
afraid,Art,Judgement,,,,,0,2,0.0
afraid,Art,Appreciation,,,,,0,2,0.0
afraid,Bus,Affect,eingeschüchtert,eingeschüchtert:1,"And I have to tell you , I actually for a moment was a bit afraid .","Ich muss zugeben , ich war kurz eingeschüchtert ,",1,1,1.0
afraid,Bus,Judgement,,,,,0,1,0.0
afraid,Bus,Appreciation,,,,,0,1,0.0
afraid,Edu,Affect,"Angst, Angst der, glauben, traue nicht, zerstreut","Angst:3, Angst der:1, glauben:1, traue nicht:1, zerstreut:1",We ca n't be afraid of our students ' power .,Wir dürfen keine Angst vor der Macht unserer Schüler haben .,7,7,1.0
afraid,Edu,Judgement,,,,,0,7,0.0
afraid,Edu,Appreciation,,,,,0,7,0.0
afraid,His,Affect,,,,,0,1,0.0
afraid,His,Judgement,,,,,0,1,0.0
afraid,His,Appreciation,Angst,Angst:1,"An effective vaccine against it has been available for more than half a century , but many of the kids involved in the Disneyland outbreak had not been vaccinated because their parents were afraid of something allegedly even worse : autism .","Ein wirkungsvoller Impfstoff ist seit über 50 Jahren verfügbar , aber viele Kinder des Disneyland - Ausbruchs waren nicht geimpft , weil ihre Eltern vor vermeintlich Schlimmerem Angst hatten : Autismus .",1,1,1.0
afraid,Med,Affect,,,,,0,2,0.0
afraid,Med,Judgement,"Angst, Angst dass","Angst:1, Angst dass:1","Well , they delay because they 're afraid .","Sie warten , weil sie Angst haben .",2,2,1.0
afraid,Med,Appreciation,,,,,0,2,0.0
afraid,Phi,Affect,"befürchte, konkurrenzfähig","befürchte:1, konkurrenzfähig:1","We see this in medicine . ( "" Although it 's nothing serious , let 's keep an eye on it to make sure it does n't turn into a major lawsuit . "" ) And we certainly see it in the world of business . ( "" In order to remain competitive in today 's marketplace , I 'm afraid we 're going to have to replace you with a sleezeball . "" ) ( "" I sold my soul for about a tenth of what the damn things are going for now . "" ) It is obvious that this is not the way people want to do their work .","Wir sehen dies in der Medizin . ( "" Obwohl es nichts Ernstes ist , lasst es uns in dem Auge behalten um sicher zu gehen , dass daraus keine ernste Klage wird . "" ) Wir sehen es deutlich in der Geschäftswelt . ( "" Um in dem heutigen Markt konkurrenzfähig zu bleiben , müssen wir sie leider durch einen Widerling ersetzen . "" ) ( "" Ich hab meine Seele für ein zehntel dessen verkauft , was das verdammte Ding heute wert ist . "" ) Es ist offensichtlich , dass dies nicht die Art ist wie Leute arbeiten wollen .",2,3,0.6667
afraid,Phi,Judgement,verängstigt,verängstigt:1,"Well , pretty soon they were barraged with enraged letters , death threats , ban on the topic in a number of scientific journals , coming from irate left - handers and their advocates , and they were literally afraid to open their mail because of the venom and vituperation that they had inadvertently inspired .","Wie dem auch sei , schon bald wurden Sie bombardiert mit erbosten Briefen , Todesdrohungen , einer Sperre zu diesem Thema in gewissen wissenschaftlichen Zeitschriften zu publizieren , die von empörten Linkshändern und deren Anwälten stammten und sie waren buchstäblich zu verängstigt , ihre Post zu öffnen , wegen der Giftigkeiten und Schmähungen die sie aus Unachtsamkeit heraufbeschworen haben .",1,3,0.3333
afraid,Phi,Appreciation,,,,,0,3,0.0
afraid,Psy,Affect,"Angst, schlaumachen Angst","Angst:3, schlaumachen Angst:1","And it 's because as we seek information , we increase our power to do something about the things that we 're afraid of .","Denn wenn wir uns schlaumachen , können wir Dinge besser angehen , vor denen wir Angst haben .",4,5,0.8
afraid,Psy,Judgement,,,,,0,5,0.0
afraid,Psy,Appreciation,Angst versagen,Angst versagen:1,Because very few people here are afraid to fail .,"Weil sehr wenige Leute hier Angst haben , zu versagen .",1,5,0.2
afraid,Sci,Affect,,,,,0,1,0.0
afraid,Sci,Judgement,,,,,0,1,0.0
afraid,Sci,Appreciation,,,"Now , here is a horse that was deathly afraid of black cowboy hats .","Hier ist ein Pferd , das Todesangst vor schwarzen Cowboy - Hüten hatte .",1,1,1.0
afraid,Tech,Affect,dass,dass:1,"I 'm afraid she 's going to think I 'm a monster . ""","Sie wird denken , dass ich ein Monster bin . """,1,2,0.5
afraid,Tech,Judgement,,,,,0,2,0.0
afraid,Tech,Appreciation,,,"And it really highlighted something that I would like to ask you guys to think about and hopefully to help with , which is , I think a lot of us are very afraid to have conversations about war , and about politics .","Das zeigt etwas , worum ich Sie bitten will , darüber nachzudenken und möglichst mithelfen : Viele von uns fürchten sich sehr vor Gesprächen über Krieg und Politik .",1,2,0.5
aged,Psy,Affect,,,,,0,2,0.0
aged,Psy,Judgement,,,,,0,2,0.0
aged,Psy,Appreciation,"Alter, Alters","Alter:1, Alters:1","The learner could be middle - aged , could be as young as 20 .","Der Lernende konnte mittleren Alters sein , er konnte auch nur 20 sein .",2,2,1.0
aggressive,Bus,Affect,,,,,0,1,0.0
aggressive,Bus,Judgement,aggressiv,aggressiv:1,They 're aggressive but realistic .,"Sie sind aggressiv , aber realistisch .",1,1,1.0
aggressive,Bus,Appreciation,,,,,0,1,0.0
aggressive,Med,Affect,,,,,0,1,0.0
aggressive,Med,Judgement,,,,,0,1,0.0
aggressive,Med,Appreciation,aggressive,aggressive:1,Is it reasonable to expect that any physician who prescribes opioids knows that that is too aggressive ?,"Kann man erwarten , dass Ärzte , die Opioide verordnen , deren aggressive Wirkung kennen ?",1,1,1.0
aggressive,Tech,Affect,,,,,0,1,0.0
aggressive,Tech,Judgement,,,,,0,1,0.0
aggressive,Tech,Appreciation,aggressiv,aggressiv:1,"So these animals are wonderfully aggressive , and are really hungry all the time .",Diese Tiere sind also wunderbar aggressiv und ständig hungrig .,1,1,1.0
akin,Phi,Affect,,,,,0,1,0.0
akin,Phi,Judgement,,,,,0,1,0.0
akin,Phi,Appreciation,wie,wie:1,"We unwittingly assume that values like justice , beauty , kindness , are akin to scientific quantities , like length , mass and weight .","Unbewusst nehmen wir an , dass Werte wie Gerechtigkeit , Schönheit und Güte wie wissenschaftliche Größen sind -- wie Länge , Masse und Gewicht .",1,1,1.0
alarming,Art,Affect,,,,,0,1,0.0
alarming,Art,Judgement,,,,,0,1,0.0
alarming,Art,Appreciation,beunruhigt,beunruhigt:1,"But what breaks my heart and what 's alarming is that in those two interviews , the people around , who were interviewed as well , refer to that behavior as Talibanization .","Es bricht mein Herz und beunruhigt mich , dass in diesen beiden Interviews die Leute , welche ebenfalls interviewt wurden , dieses Verhalten als "" Talibanisierungf "" bezeichneten .",1,1,1.0
algorithmic,Tech,Affect,algorithmisch,algorithmisch:1,Can we make them a little less algorithmic and a little more intuitive ?,Können wir sie weniger algorithmisch und ein wenig intuitiver machen ?,1,1,1.0
algorithmic,Tech,Judgement,,,,,0,1,0.0
algorithmic,Tech,Appreciation,,,,,0,1,0.0
alien,Sci,Affect,,,,,0,1,0.0
alien,Sci,Judgement,fremd,fremd:1,"And I think you would agree that we have found Titan is a remarkable , mystical place . It 's exotic , it 's alien , but yet strangely Earth - like , and having Earth - like geological formations and a tremendous geographical diversity , and is a fascinating world whose only rival in the solar system for complexity and richness is the Earth itself .","Ich denke , Sie würden mir zustimmen , dass Titan ein bemerkenswerter , rätselhafter Ort ist ; exotisch , fremd , doch seltsam erdähnlich , mit geologischen Formationen wie auf der Erde und gewaltiger geografischer Vielfalt ; eine faszinierende Welt , deren einziger Konkurrent in dem Sonnensystem in Sachen Komplexität und Reichtum die Erde selbst ist .",1,1,1.0
alien,Sci,Appreciation,,,,,0,1,0.0
alike,Med,Affect,,,,,0,1,0.0
alike,Med,Judgement,,,,,0,1,0.0
alike,Med,Appreciation,gleich,gleich:1,"Not to mention , at this time , there was a general assumption that men and women were alike in every way , apart from their reproductive organs and sex hormones .","Zudem galt damals die Annahme , dass Männer und Frauen in jeder Hinsicht gleich seien , bis auf die Genitalien und Sexualhormone .",1,1,1.0
alike,Psy,Affect,gleich,gleich:1,I 'm an identical twin ; I am interested in why we 're all alike .,Ich habe einen eineiigen Zwilling ; ich bin interessiert daran zu erfahren : warum wir alle gleich sind .,1,5,0.2
alike,Psy,Judgement,,,"Why you and I are alike , why the Iraqis and the Japanese and the Australian Aborigines and the people of the Amazon River are all alike .","Warum Sie und ich gleich sind ; Iraker , Japaner , die Aborigines sowie die Stämme von dem Amazonas .",1,5,0.2
alike,Psy,Appreciation,"gleich, wären gleich","gleich:2, wären gleich:1","I 'm going to have to have a little talk with my son about how not all black people look alike . ""","Ich muss mit meinem Sohn darüber sprechen , dass nicht alle Schwarzen Menschen gleich aussehen . """,3,5,0.6
alive,Art,Affect,Leben,Leben:1,"I happen to be alive , end of discussion .","Ich bin halt an dem Leben , Ende der Diskussion .",1,1,1.0
alive,Art,Judgement,,,,,0,1,0.0
alive,Art,Appreciation,,,,,0,1,0.0
alive,Edu,Affect,,,,,0,1,0.0
alive,Edu,Judgement,,,,,0,1,0.0
alive,Edu,Appreciation,wiederbelebt,wiederbelebt:1,The value of the past also comes alive ; it provides a lot of company .,Die Werte der Vergangenheit werden ebenfalls wiederbelebt . Das bringt jede Menge Gesellschaft .,1,1,1.0
