en_form,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances,pct_of_form
angsty,Affect,neurotisch,neurotisch:1,"Now when I was a teenager , I was angsty as any teenager was , but after 17 years of having a mother who was in and out of my life like a yo - yo and a father who was faceless , I was angry .","Als ich ein Teenager war , war ich so neurotisch und ängstlich wie jeder andere , aber nach 17 Jahren mit einer Mutter , die in meinem Leben kam und ging wie ein Jo-Jo , und einem unbekannten , gesichtslosen Vater , war ich wütend .",1,1,1.0
anonymous,Appreciation,anonymisiert,anonymisiert:1,"In many , soldiers are anonymous in uniform .",In vielen werden die Soldaten durch Uniformen anonymisiert .,1,2,0.5
anonymous,Judgement,anonym,anonym:1,"If they 're anonymous , how do they treat their victims ?","Macht es einen Unterschied , wie sie ihre Opfer behandeln , wenn sie anonym sind ?",1,2,0.5
answerable,Appreciation,beantworten,beantworten:1,"Art does that , because art is about asking questions , questions that may not be answerable .","Kunst ist so , weil es in der Kunst um das Fragenstellen geht . Fragen , die vielleicht nicht zu beantworten sind .",1,1,1.0
anti-Gaian,Judgement,anti - Gaia,anti - Gaia:1,This suggests to me that life causing these mass extinctions because it did is inherently anti-Gaian .,"Es lässt darauf schließen , dass das Leben welche diese Massenausstreben verursacht , was es auch tat , grundsätzlich anti - Gaia ist .",1,1,1.0
anti-fashion,Affect,anti - modern,anti - modern:1,Déclassé consumption is the whole idea that spending money frivolously makes you look a little bit anti-fashion .,"Deklassierter Verbrauch ist die Idee , dass leichtisinnig Geld auszugeben einen ein wenig anti - modern erscheinen lässt .",1,1,1.0
antiangiogenic,Appreciation,"anti - angiogenetisch, anti angiogenetische Wirkung","anti - angiogenetisch:1, anti angiogenetische Wirkung:1","What could we be adding to our diet that 's naturally antiangiogenic , and that could boost the body 's defense system , and beat back those blood vessels that are feeding cancers ?","Welche Nahrung könnten wir zu uns nehmen , die eine natürliche anti - angiogenetische Wirkung hat ; die den Körper dabei unterstützt , die Blutgefäße die Krebs ernähren , absterben zu lassen ?",2,2,1.0
antisocial,Judgement,unsozial,unsozial:1,"And so many of the comments were exactly of this type , where people got money and , in fact , it made them antisocial .","Und viele der Kommentare waren von dem gleichen Kaliber , Leute bekommen Geld und werden dadurch unsozial .",1,1,1.0
anxious,Affect,"Angst Mut, besiegt deprimiert","Angst Mut:1, besiegt deprimiert:1","And I decided that if I came here and shared with you some of my experiences , that maybe we could all be a little less anxious and a little more bold in our conversations about race .","Und entschieden , dass , wenn ich meine Erfahrungen mit Ihnen teile , wir alle hoffentlich weniger Angst und mehr Mut haben werden , über dieses Thema zu sprechen .",2,3,0.6667
anxious,Appreciation,besorgt,besorgt:1,I know many religions are so anxious about preserving the purity of their faith among their children that they are intent on keeping their children ignorant of other faiths .,"Ich weiß viele Religionen sind sehr besorgt , die Reinheit ihres Glaubens unter ihren Kindern zu erhalten , dass sie absichtlich ihre Kinder unwissend über andere Glauben lassen .",1,3,0.3333
apparent,Affect,"(NULL), offensichtlicher","(NULL):1, offensichtlicher:1","And though we still did n't understand , we could see patterns , and it became quickly apparent within a month that there was no systematic effort to understand PXE .","Wir verstanden noch nicht , aber entdeckten Muster.Nach einem Monat wussten wir , dass es keine systematischen Anstrengungen gab , PXE zu verstehen .",2,2,1.0
appreciative,Affect,"dankbar, verständnisvoller","dankbar:1, verständnisvoller:1","So we 're very appreciative of the support we 've gotten from both the intellectual leaders , the high - tech leaders , particularly Google and NASA .","Wir sind sehr dankbar für die erhaltene Unterstützung , von führenden Intellektuellen und High - Tech - Köpfen , insbesondere von Google und der NASA .",2,2,1.0
appropriate,Appreciation,"passend, angebracht","passend:2, angebracht:1","It 's going to be at the New York Hall of Science , which is a great venue , but it 's also on the site of the former World 's Fair , which is , I think , very appropriate , because I see this as a family reunion meets a world 's fair .","Sie wird in der New York Hall of Science stattfinden , ein großartiger Veranstaltungsort , und auch gleichzeitig Gelände der ehemaligen Weltausstellung . Ich denke , dass ist sehr passend , denn ich sehe es als Familienfeier , die auf eine Weltausstellung trifft .",3,4,0.75
appropriate,Judgement,angemessen,angemessen:1,"It 's not developmentally appropriate , and it 's particularly bad for boys .","Es ist auch nicht angemessen für ihre Entwicklung , und es ist vor allem schlecht für Jungen .",1,4,0.25
apt,Appreciation,neigen,neigen:1,"Now , this brings us to the sorts of moves that people are apt to make in the moral sphere .","Das bringt uns zu der Ursache von Dingen , die Menschen in dem Bereich der Moral zu tun neigen .",1,2,0.5
apt,Judgement,angebracht,angebracht:1,"But it 's also apt , because it turns out that by spending all this time playing games , we 're actually changing what we are capable of as human beings .","Aber auch angebracht . Denn es stellt sich heraus , dass wir , indem wir diese ganze Zeit auf das Spielen verwenden , tatsächlich das verändern , wozu wir als Menschen in der Lage sind .",1,2,0.5
arbitrary,Appreciation,willkürlich,willkürlich:2,"If we had thought that the rules of the sports we care about are merely arbitrary , rather than designed to call forth the virtues and the excellences that we think are worthy of admiring , we would n't care about the outcome of the game .","Wenn wir denken würden , dass die Sportregeln , um die wir uns sorgen , nur willkürlich wären und nicht geschaffen um die Tugenden und vorzüglichen Leistungen hervorzuheben von denen wir denken , dass sie Bewunderung wert sind , würden wir uns nicht über den Ausgang des Spiels Gedanken machen .",2,3,0.6667
arbitrary,Judgement,willkürlich,willkürlich:1,"And I did n't really want to jump over these hurdles , because they seemed completely arbitrary , so I often would n't , and then people would threaten me , you know , they 'd threaten me with this "" going on [ my ] permanent record , "" or "" You 'll never get a good job . ""","Ich wollte nicht so recht über die Hürden springen , da sie völlig willkürlich schienen , also tat ich es oft nicht . Dann wurde mir gedroht . Sie wissen schon : "" Dies wird dich die gesamte Schulzeit lang verfolgen . "" Oder "" Du wirst nie einen normalen Beruf finden . """,1,3,0.3333
armed,Affect,bewaffneten,bewaffneten:1,And so I and teams of others are armed with Q - tips and tweezers and advanced DNA techniques to uncover the microscopic life nearest us .,"So bewaffneten ich und ein Team uns mit Wattestäbchen , Pinzetten und neuen DNA - Techniken , um das mikroskopische Leben zu enthüllen .",1,1,1.0
arrogant,Affect,arrogant,arrogant:1,"I was so arrogant , and I was so wrong .",Ich war so arrogant und lag so falsch .,1,2,0.5
arrogant,Appreciation,arrogant,arrogant:1,"But to me , the surprise was , I was n't trying to be arrogant .","Aber mich überraschte , dass ich gar nicht versuchte , arrogant zu sein .",1,2,0.5
articulate,Appreciation,redegewandt gewalttätig,redegewandt gewalttätig:1,And very few of them control for the possibility that parents pass on genes for -- that increase the chances a child will be articulate or violent and so on .,"Und kaum eine von ihnen fragt nach der Möglichkeit , dass Eltern Gene weitergeben , die die Chancen erhöhen , dass ihr Kind später redegewandt , gewalttätig , und so weiter sein wird .",1,1,1.0
askew,Appreciation,schief,schief:1,"And so she spent almost all of her life in bed , but -- I speak of the life force -- her hair was askew .","So verbrachte sie fast ihr ganzes Leben in dem Bett , aber --ich spreche von der Lebenskraft -- ihr Haar war ganz schief .",1,1,1.0
asleep,Affect,aufwachte,aufwachte:1,"I fell asleep , I slept through the night and when I woke up , the most severe symptoms had abated dramatically .","Ich schlief ein , schlief die ganze Nacht und als ich aufwachte , hatten die schlimmsten Symptome stark nachgelassen .",1,4,0.25
asleep,Appreciation,(NULL),(NULL):1,"My 14 - year - old son is fast asleep in his bed , sleeping the reckless , deep sleep of a teenager .",Mein 14 - jähriger Sohn schläft tief und fest in seinem Bett den unschuldigen Tiefschlaf eines Teenagers .,1,4,0.25
asleep,Judgement,schlafen,schlafen:2,"We pull them out , put them in the fridge , and they fall asleep .","Wir ziehen sie heraus , stecken sie in den Kühlschrank und sie schlafen ein .",2,4,0.5
aspirational,Appreciation,erstrebenswerter,erstrebenswerter:1,Or do we do something that 's more aspirational ?,"Oder machen wir etwas , das erstrebenswerter ist ?",1,1,1.0
astonished,Affect,überascht,überascht:1,"I 'm always astonished when people come to me and say , "" Why is it that men are so adulterous ? "" "" Why do you think more men are adulterous than women ? "" "" Well , men are more adulterous ! ""","Ich bin immer überascht , wenn Leute zu mir kommen und sagen : "" Warum sind Männer so ehebrecherisch ? "" Und ich antworte : "" Warum denken Sie , dass Männer untreuer sind als Frauen ? "" "" ' Nun ja -- Männer sind halt ehebrecherischer ! """,1,1,1.0
astonishing,Appreciation,"enorm, erstaunlich","enorm:1, erstaunlich:1",There is a quality of craftsmanship and precision that is just astonishing and remarkable .,Da ist eine Qualität von Handwerkskunst und Präzision die einfach erstaunlich und bemerkenswert ist .,2,2,1.0
attributable,Appreciation,zuzuschreiben,zuzuschreiben:1,"For instance , 47 percent in the variation in whether your friends know each other is attributable to your genes .","Zu dem Beispiel sind 47 Prozent in der Variante , ob Ihre Freunde sich untereinander kennen , Ihren Genen zuzuschreiben .",1,1,1.0
attuned,Appreciation,einspielen,einspielen:1,"If we 've got them wired up with an electroencephalogram , the right brain of each of them becomes attuned , so that the joyful emergence of this earliest of play scenes and the physiology of that is something we 're beginning to get a handle on .","Wenn man diese beiden mit einem EKG verdrahtet , sieht man , dass die rechten Gehirnhälften von beiden sich aufeinander einspielen , so dass wir die freudige Entwicklung dieser frühesten Spielmotive und der Physiologie davon langsam anfangen zu verstehen .",1,2,0.5
attuned,Judgement,gewöhnten schwer,gewöhnten schwer:1,And they became far less attuned to all those different features of the situation -- including that flip of a coin -- that had randomly gotten them into that privileged position in the first place .,"Sie gewöhnten sich nur schwer an die Besonderheiten der Situation ; zu dem Beispiel das Werfen der Münze , das ihnen zufällig diese vorteilhafte Position eingebracht hatte .",1,2,0.5
atypical,Affect,atypisch,atypisch:1,"And for some reason we call this atypical , even though , as I mentioned , women do make up half the population .","Aus irgendeinem Grund nennen wir das atypisch , obwohl die Bevölkerung -- wie erwähnt -- zu der Hälfte aus Frauen besteht .",1,1,1.0
authentic,Appreciation,glaubwürdiges befähigendes,glaubwürdiges befähigendes:1,"They 're doing that in all kinds of schools , and there are countless models for teachers who want to get better at helping students learn in a way that 's more authentic and engaging and empowering .","Es wird in jeder Art von Schule gemacht . Es gibt zahlreiche Modelle , die Lehrern dabei helfen , ihren Studenten glaubwürdiges , spannendes und befähigendes Lernen zu ermöglichen .",1,1,1.0
autistic,Appreciation,Autismus,Autismus:1,So a lot of autistic kids are autistic because they just lost a big piece of DNA .,"Viele autistische Kinder haben Autismus , einfach weil ihnen ein großes Stück der DNA fehlt .",1,1,1.0
automatic,Judgement,automatisch,automatisch:1,"At first , it takes a lot of effort , but eventually it becomes pretty automatic .","Zu Anfang ist es anstrengend , aber mit der Zeit passiert es automatisch .",1,1,1.0
available,Affect,zugänglich,zugänglich:1,"You can take those great courses and make them available so that a kid could go out and watch the physics course , learn from that .","Man kann diese großartigen Kurse nehmen , sie zugänglich machen , so dass ein Kind sich diesen Physikunterricht angucken kann , hiervon lernen .",1,25,0.04
available,Appreciation,"verfügbar, (NULL), erhältlich, gibt, Lebensmittel, Verfügung, gestellt, sobald, zugänglich, öffentlich","verfügbar:7, (NULL):2, erhältlich:2, gibt:2, Lebensmittel:1, Verfügung:1, gestellt:1, sobald:1, zugänglich:1, öffentlich:1","Just to give you an example , this is an email from Jim Haskel -- somebody who works for me -- and this was available to everybody in the company .",Als Beispiel ist hier eine E - Mail von Jim Haskel -- der für mich arbeitet -- die der ganzen Firma zugänglich war .,19,25,0.76
